type,text[1],name[2],text[3],linetype[6],style[7],layer[8],pt[10],pt[11],pt[12],pt[13],pt[14],pt[15],pt[16],real[40],real[41],real[42],real[43],real[44],real[45],real[46],real[47],real[48],real[49],angle[50],angle[51],angle[52],angle[53],color[62],int[63],seq[66],int[70],int[71],int[72],int[73],int[74],int[75],int[76],int[77],int[78],int[79],long[90],long[91],long[92],long[93],long[94],long[98],real[140],real[141],real[142],real[144],int[170],int[175],int[179],pt[213],char[271],char[272],char[277],char[280],char[281],bool[291],bool[292],string[304],lwt[370],plotst[380],long[420],long[421],trans[440],long[450],long[452],long[453],real[462],real[463],string[470]
LWPOLYLINE,,,,,,r14,"6.57032,4.0 6.5,3.71876 6.42968,4.0",,,,,,,,,,,,,,,25.4,,,,,,,,,129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MTEXT,"\pxa0.25,se0.4;{\H0.33333x;1^J^J}H^J{\H0.33333x;Hydrogen}",,,,,mtext,"11.75,6.75,0.0",,,,,,,0.3,1.0,,,0.35,1.0,1.0,,,,,,,,,3,,,5,1,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MTEXT,"\pxa0.25,se0.4;{\H0.33333x;3^J^J}Li^J{\H0.33333x;Lithium}",,,,,mtext,"11.75,5.75,0.0",,,,,,,0.3,1.0,,,0.35,1.0,1.0,,,,,,,,,1,,,5,1,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MTEXT,"\pxa0.25,se0.4;{\H0.33333x;4^J^J}Be^J{\H0.33333x;Beryllium}",,,,,mtext,"12.75,5.75,0.0",,,,,,,0.3,1.0,,,0.35,1.0,1.0,,,,,,,,,32,,,5,1,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,14052096,,,,,,,
TEXT,"_ai: HATCH ANSI36 illustrates circle-type boundaries with a hole. long[91]=2 (two loops): long[92]='17,1' — outer loop=17 (external+circle), inner=1 (island/hole, no-polyline edge-type). int[72]='2,2' — both boundaries are circle-type (arc/full-circle). For circle boundaries: real[40]=radius, angle[50]=start angle, angle[51]=360 (full circle), int[73]=1. bhole=true (inner loop has bit 4) suppresses group-47 even for outer-style hatches.",,,,nonprop,_ai,"0.0,0.0,0.0",,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HATCH,,ANSI36,,,,hatches,"0.0,0.0,0.0 33.0,6.05 33.0,6.05 32.5,5.55",,,,,,,"0.2,0.4",0.24,,0.0,0.0,0.0159099025766973,0.0583363094478902,,,"0.075,-0.015,0.0,-0.015","0.0,0.0","360.0,360.0",,45.0,,,,,,"2,2","1,1",,1,1,0,1,4,,2,"17,1","1,1",,,,,,,,,,,,,,,,,,,,,,,33554559,,,,,,
SPLINE,,,,,,splines,"14.828448,1.678797,0.0 14.853175,2.054094,0.0 14.988741,2.723607,0.0 15.888741,1.573607,0.0 16.038741,2.373607,0.0 15.688741,2.623607,0.0",,,,,,,"0.0,0.0,0.0,0.0,2.465741436677792,4.153775562946637,5.611368892131212,5.611368892131212,5.611368892131212,5.611368892131212",,,,,,,,,,,,,,,,,8,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPLINE,,,,,,splines,"18.538741,2.55694,0.0 18.788741,2.473607,0.0 18.788741,1.473607,0.0 17.288741,1.473607,0.0 17.288741,1.973607,0.0 18.288741,2.640273,0.0 18.538741,2.55694,0.0",,,,,,,"0.0,0.0,0.0,0.0,1.0,2.0,3.0,4.0,4.0,4.0,4.0",,,,,,,,,,,,,,,,,11,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPLINE,,,,,,splines,"21.038741,1.473607,0.0 21.388741,2.423607,5.0 21.788741,1.623607,0.0 22.088741,2.323607,5.0 22.388741,1.473607,0.0",,,,,,,"0.0,0.0,0.0,0.0,1.414213562373094,3.828427124746189,3.828427124746189,3.828427124746189,3.828427124746189","1.0,1.0,1.0,3.0,1.0",,,,,,,,,,,,,,,,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPLINE,,,,,,splines,"21.5,3.25,0.0 22.0,3.75,0.0 22.5,3.25,0.0 23.0,3.75,0.0",,,,,,,"0.0,0.0,1.0,2.0,3.0,3.0",,0.0000001,,,,,,,,,,,,,,,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPLINE,,,,,,splines,"18.988741,3.373607,0.0 19.388741,5.373607,0.0 19.738741,2.973607,0.0 20.138741,3.373607,0.0",,,,,,,"0.0,0.0,0.0,0.0,2.399999999999998,2.399999999999998,2.399999999999998,2.399999999999998",,,,,,,,,,,,,,,,,8,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPLINE,,,,,,splines,"19.038741,1.573607,0.0 19.388741,2.723607,0.0 20.488741,1.573607,0.0",,,,,,,"0.0,0.0,0.0,1.0,1.0,1.0","1.0,2.0,1.0",,,,,,,,,,,,,,,,12,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPLINE,,,,,,splines,"20.488741,3.363381,0.0 20.54274,3.350123,0.0 20.650739,3.323607,0.0 20.566033,3.604416,0.0 20.742089,3.461875,0.0 20.863741,3.363381,0.0","20.488741,3.363381,0.0 20.613741,3.363381,0.0 20.613741,3.488381,0.0 20.863741,3.363381,0.0",,,,,,"0.0,0.0,0.0,0.0,0.125,0.25,0.5295084971874738,0.5295084971874738,0.5295084971874738,0.5295084971874738",,,,,,,,,,,,,,,,,8,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPLINE,,,,,,splines,"15.777085,3.558718,0.0 16.149763,3.745057,0.0 16.921784,4.67147,0.0 17.632386,2.277038,0.0 18.404407,3.745057,0.0 18.777085,3.558718,0.0","15.777085,3.558718,0.0 16.777085,4.058718,0.0 17.777085,3.058718,0.0 18.777085,3.558718,0.0","1.0,0.5,0.0","1.0,-0.5,0.0",,,,"0.0,0.0,0.0,0.0,1.118033988749894,2.532247551122989,3.650281539872884,3.650281539872884,3.650281539872884,3.650281539872884",,,,,,,,,,,,,,,,,8,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPLINE,,,,,,splines,"11.75,1.25,0.0 12.25,1.75,0.0 12.75,1.75,0.0 12.75,1.25,0.0",,,,,,,"0.0,0.0,0.0,0.0,1.75,1.75,1.75,1.75","1.0,2.0,0.5,1.0",,,,,,,,,,,,,,,,12,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPLINE,,,,,,splines,"11.75,3.25,0.0 12.122678,3.436339,0.0 12.897435,4.290976,0.0 13.594113,2.261761,0.0 14.395967,2.947315,0.0 14.75,3.25,0.0","11.75,3.25,0.0 12.75,3.75,0.0 13.75,2.75,0.0 14.75,3.25,0.0","1.0,0.5,0.0",,,,,"0.0,0.0,0.0,0.0,1.118033988749894,2.532247551122989,3.650281539872884,3.650281539872884,3.650281539872884,3.650281539872884",,,,,,,,,,,,,,,,,8,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPLINE,,,,,,splines,"11.75,2.25,0.0 12.104033,2.566837,0.0 12.905887,3.284446,0.0 13.602565,0.987474,0.0 14.377322,2.436339,0.0 14.75,2.25,0.0","11.75,2.25,0.0 12.75,2.75,0.0 13.75,1.75,0.0 14.75,2.25,0.0",,"1.0,-0.5,0.0",,,,"0.0,0.0,0.0,0.0,1.118033988749894,2.532247551122989,3.650281539872884,3.650281539872884,3.650281539872884,3.650281539872884",,,,,,,,,,,,,,,,,8,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DIMENSION,,,Standard,,,dimensions,"41.0,2.0,0.0","38.5,2.0,0.0",,"36.0,1.0,0.0","41.0,1.0,0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DIMENSION,,,Standard,,,dimensions,"44.2313,12.7687,0.0","39.2313,7.7687,0.0",,"36.0,1.0,0.0","46.0,11.0,0.0",,,,,,,,,,,,,,,,,,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DIMENSION,,,Standard,,,dimensions,"36.0,1.0,0.0","51.524775,11.0,0.0",,"46.0,11.0,0.0","51.0,11.0,0.0",,,,,,,,,,,,,,,,,,,,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DIMENSION,,,Standard,,,dimensions,"36.0,1.0,0.0","46.0,17.524775,0.0",,"46.0,11.0,0.0","46.0,17.0,0.0",,,,,,,,,,,,,,,,,,,,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DIMENSION,,,Standard,,,dimensions,"39.5,7.5,0.0","36.999999,5.000003,0.0",,"36.0,1.0,0.0","40.0,7.0,0.0",,,,,,,,,,,,,224.9999531900789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DIMENSION,,,Standard,,,dimensions,"31.5,-0.5,0.0","33.000002,1.0,0.0",,"36.0,1.0,0.0","32.0,-1.0,0.0",,,,,,,,,,,,,224.9999531900789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DIMENSION,,,Standard,,,dimensions,"39.64365,1.210131,0.0","36.472229,5.076856,0.0",,,,"37.40596,4.77202,0.0",,0.0,,,,,,,,,,,,,,,,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DIMENSION,,,Standard,,,dimensions,"39.64365,1.210131,0.0","36.472229,5.076856,0.0",,,,"37.40596,4.77202,0.0",,0.0,,,,,,,,,,,,,,,,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DIMENSION,,,Standard,,,dimensions,"38.52481,2.99107,0.0","42.76832,7.03956,0.0",,,,"41.80259,6.76768,0.0",,0.0,,,,,,,,,,,,,,,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DIMENSION,,,Standard,,,dimensions,"38.52481,2.99107,0.0","44.379944,1.091903,0.0",,,,"43.21332,1.253883,0.0",,0.0,,,,,,,,,,,,,,,,,164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MESH,,,,,,meshes,"66.0,3.134,0.8165 68.0,3.134,0.8165 67.0,4.866,0.8165 67.0,3.711,2.4495",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,2,1,0,3,0,1,3,3,1,2,3,3,3,2,0,1,2,0,1,0,2,1,3,0,3,2,3",,,16,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MESH,,,,,,meshes,"66.0,6.0,0.0 68.0,6.0,0.0 68.0,8.0,0.0 66.0,8.0,0.0 66.0,6.0,2.0 68.0,6.0,2.0 68.0,8.0,2.0 66.0,8.0,2.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,3,2,1,0,4,4,5,6,7,4,0,1,5,4,4,2,3,7,6,4,4,7,3,0,4,1,2,6,5,2,3,1,2,0,1,0,3,4,5,5,6,6,7,4,7,1,5,0,4,3,7,2,6",,,30,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MESH,,,,,,meshes,"69.75,0.0,0.0 71.75,0.0,0.0 71.75,2.0,0.0 69.75,2.0,0.0 69.75,0.0,2.0 71.75,0.0,2.0 71.75,2.0,2.0 69.75,2.0,2.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,3,2,1,0,4,4,5,6,7,4,0,1,5,4,4,2,3,7,6,4,4,7,3,0,4,1,2,6,5,2,3,1,2,0,1,0,3,4,5,5,6,6,7,4,7,1,5,0,4,3,7,2,6",1,,30,12,,"0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0",,,,,,,,,,,,,,,,,,,,,,,,,,
MESH,,,,,,meshes,"72.0,7.0,0.0 69.0,7.0,0.0 70.5,8.5,0.0 70.5,5.5,0.0 70.5,7.0,1.5 70.5,7.0,-1.5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,0,2,4,3,0,4,3,3,0,3,5,3,0,5,2,3,1,4,2,3,1,3,4,3,1,5,3,3,1,2,5,0,2,2,4,0,4,3,4,0,3,3,5,0,5,2,5,1,4,1,2,1,3,1,5",,,32,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MESH,,,,,,meshes,"70.0,3.0,0.0 72.0,3.0,0.0 72.0,5.0,0.0 70.0,5.0,0.0 71.0,4.0,2.5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,3,2,1,0,3,0,1,4,3,1,2,4,3,2,3,4,3,3,0,4,2,3,1,2,0,1,0,3,1,4,0,4,2,4,3,4",,,21,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MESH,,,,,,meshes,"76.6,2.0,0.0 76.4,2.0,0.3464 76.0,2.0,0.3464 75.8,2.0,0.0 76.0,2.0,-0.3464 76.4,2.0,-0.3464 75.8,3.3856,0.0 75.7,3.2124,0.3464 75.5,2.866,0.3464 75.4,2.6928,0.0 75.5,2.866,-0.3464 75.7,3.2124,-0.3464 74.2,3.3856,0.0 74.3,3.2124,0.3464 74.5,2.866,0.3464 74.6,2.6928,0.0 74.5,2.866,-0.3464 74.3,3.2124,-0.3464 73.4,2.0,0.0 73.6,2.0,0.3464 74.0,2.0,0.3464 74.2,2.0,0.0 74.0,2.0,-0.3464 73.6,2.0,-0.3464 74.2,0.6144,0.0 74.3,0.7876,0.3464 74.5,1.134,0.3464 74.6,1.3072,0.0 74.5,1.134,-0.3464 74.3,0.7876,-0.3464 75.8,0.6144,0.0 75.7,0.7876,0.3464 75.5,1.134,0.3464 75.4,1.3072,0.0 75.5,1.134,-0.3464 75.7,0.7876,-0.3464",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,6,7,1,0,4,7,8,2,1,4,8,9,3,2,4,9,10,4,3,4,10,11,5,4,4,11,6,0,5,4,12,13,7,6,4,13,14,8,7,4,14,15,9,8,4,15,16,10,9,4,16,17,11,10,4,17,12,6,11,4,18,19,13,12,4,19,20,14,13,4,20,21,15,14,4,21,22,16,15,4,22,23,17,16,4,23,18,12,17,4,24,25,19,18,4,25,26,20,19,4,26,27,21,20,4,27,28,22,21,4,28,29,23,22,4,29,24,18,23,4,30,31,25,24,4,31,32,26,25,4,32,33,27,26,4,33,34,28,27,4,34,35,29,28,4,35,30,24,29,4,0,1,31,30,4,1,2,32,31,4,2,3,33,32,4,3,4,34,33,4,4,5,35,34,4,5,0,30,35,6,7,1,7,0,1,0,6,7,8,2,8,1,2,8,9,3,9,2,3,9,10,4,10,3,4,10,11,5,11,4,5,6,11,0,5,12,13,7,13,6,12,13,14,8,14,14,15,9,15,15,16,10,16,16,17,11,17,12,17,18,19,13,19,12,18,19,20,14,20,20,21,15,21,21,22,16,22,22,23,17,23,18,23,24,25,19,25,18,24,25,26,20,26,26,27,21,27,27,28,22,28,28,29,23,29,24,29,30,31,25,31,24,30,31,32,26,32,32,33,27,33,33,34,28,34,34,35,29,35,30,35,1,31,0,30,2,32,3,33,4,34,5,35",2,,180,72,,"0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",,,,,,,,,,,,,,,,,,,,,,,,,,
MESH,,,,,,meshes,"75.65,7.0,0.0 76.45,7.0,0.0 75.5144,7.5568,-0.1035 76.1836,7.9432,0.1035 75.1268,7.999,-0.2 75.4732,8.599,0.2 74.55,8.2172,-0.2828 74.55,8.7828,0.2828 73.9,8.1258,-0.3464 73.7,8.4722,0.3464 73.3406,7.6982,-0.3864 73.1613,7.8018,0.3864 73.05,7.0,-0.4 73.05,7.0,0.4 73.1613,6.1982,-0.3864 73.3406,6.3018,0.3864 73.7,5.5278,-0.3464 73.9,5.8742,0.3464 74.55,5.2172,-0.2828 74.55,5.7828,0.2828 75.4732,5.401,-0.2 75.1268,6.001,0.2 76.1836,6.0568,-0.1035 75.5144,6.4432,0.1035",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,0,1,3,2,4,2,3,5,4,4,4,5,7,6,4,6,7,9,8,4,8,9,11,10,4,10,11,13,12,4,14,15,13,12,4,16,17,15,14,4,18,19,17,16,4,20,21,19,18,4,22,23,21,20,4,1,0,23,22,0,1,1,3,2,3,0,2,3,5,4,5,2,4,5,7,6,7,4,6,7,9,8,9,6,8,9,11,10,11,8,10,11,13,12,13,10,12,14,15,13,15,12,14,16,17,15,17,14,16,18,19,17,19,16,18,20,21,19,21,18,20,22,23,21,23,20,22,0,23,1,22",,,60,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEXT,center,,,,,text,"15.512278,8.0,0.0","16.0,8.0,0.0",,,,,,0.25,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEXT,rotated,,,,,text,"13.0,8.0,0.0",,,,,,,0.25,,,,,,,,,,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEXT,middle,,,,,text,"17.48559,8.877046,0.0","18.0,9.0,0.0",,,,,,0.25,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEXT,fat,,,,,text,"18.0,8.0,0.0","19.507651,8.0,0.0",,,,,,0.25,3.882681363197186,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEXT,top left,,,,,text,"22.0,8.75,0.0","22.0,9.0,0.0",,,,,,0.25,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEXT,right,,,,,text,"15.3206,7.0,0.0","16.0,7.0,0.0",,,,,,0.25,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEXT,top right,,,,nonprop,text,"20.061591,6.75,0.0","22.0,7.0,0.0",,,,,,0.25,,,,,,,,,,,,,,,,,,,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEXT,上部中央,,,,nonprop,text,"21.189365,7.75,0.0","22.0,8.0,0.0",,,,,,0.25,,,,,,,,,,,,,,,,,,,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEXT,aligned,,,,,text,"16.076894,6.0,0.0","17.153787,6.0,0.0",,,,,,0.2390197029523092,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEXT,sqished-Supercalifragilisticexpialidocious,,,,,text,"18.0,7.0,0.0","19.507651,7.0,0.0",,,,,,0.25,0.2382340464564806,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEXT,mittig links,,,,nonprop,text,"25.0,5.875,0.0","25.0,6.0,0.0",,,,,,0.25,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEXT,внизу ліворуч,,,,,text,"25.0,9.074011,0.0","25.0,9.0,0.0",,,,,,0.25,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEXT,하단 중앙,,,,nonprop,text,"24.23049,8.098317,0.0","25.0,8.0,0.0",,,,,,0.25,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEXT,למטה מימין,,,,nonprop,text,"23.203137,7.098317,0.0","25.0,7.0,0.0",,,,,,0.25,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEXT,milieu droit,,,,nonprop,text,"21.915455,5.875,0.0","24.5,6.0,0.0",,,,,,0.25,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEXT,बीच का केंद्र,,,,nonprop,text,"18.010616,5.875,0.0","19.5,6.0,0.0",,,,,,0.25,,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSERT,,separate-garage,,,,hatches,"29.25,4.0,0.0",,,,,,,,0.01,0.01,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEXT,"_ai: HATCH ESCHER illustrates a mixed arc+line edge boundary with an island. long[92]='1,24' — outer loop=1 (external edge-type), island=24 (bits 3+4, textbox+island). int[72]='2,1,1,1,1,1,1,1' — first edge of outer loop is arc (2), remaining edges are lines (1). For arc edges: pt[10] carries the arc center as an additional 2D point after the edge start point; real[40]=radius, angle[50]=start, angle[51]=end angle.",,,,nonprop,_ai,"0.0,0.0,0.0",,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HATCH,,ESCHER,,,,hatches,"0.0,0.0,0.0 32.869602,7.246463 32.699398,7.0 33.116065,7.0 33.456472,7.277778 32.741194,7.1875 33.080382,7.1875 33.080382,7.3125 32.741194,7.3125 30.748139,6.513889 32.907732,7.138889","33.116065,7.0 33.456472,7.277778 33.116065,7.416667 33.080382,7.1875 33.080382,7.3125 32.741194,7.3125 32.741194,7.1875",,,,,,0.2995218516106148,0.0694444444444439,,"0.0,0.0,0.0,0.0069444444444444,0.0069444444444444,-0.0034722222222222,-0.0034722222222222,-0.0034722222222222,-0.0034722222222222,-0.0277777777777776,-0.0277777777777776,0.0138888888888888,0.0138888888888888,0.0138888888888888,0.0138888888888888,0.0138888888888888,0.0138888888888888,0.0034722222222222,-0.017361111111111,-0.017361111111111,0.0034722222222222","0.0,0.0,0.0,0.0,0.0,0.0060140652777777,0.0060140652777777,-0.0060140652777777,-0.0060140652777777,0.0,0.0,-0.0240562611805554,-0.0240562611805554,0.0240562611805554,0.0240562611805554,0.0120281306249999,-0.0120281306249999,0.0180421959027777,0.0060140652777777,-0.0060140652777777,-0.0180421959027777","-0.083333333300777,0.0416666666666663,0.083333333300777,-0.083333333300777,0.083333333300777,-0.083333333300777,0.0416666666666663,0.083333333300777,0.0416666666666663,-0.083333333300777,0.083333333300777,-0.083333333300777,0.0416666666666663,0.083333333300777,0.0416666666666663,-0.0416666666666664,-0.0416666666666664,-0.083333333300777,-0.083333333300777,0.0416666666341106,0.0416666666341106","-0.000000000018796,-0.0721687836111106,-0.000000000018796,-0.000000000018796,-0.000000000018796,-0.000000000018796,-0.0721687836111106,-0.000000000018796,-0.0721687836111106,-0.000000000018796,-0.000000000018796,-0.000000000018796,-0.0721687836111106,-0.000000000018796,-0.0721687836111106,0.0721687836111106,0.0721687836111106,0.0000000000187961,0.0000000000187961,-0.0721687836299066,-0.0721687836299066",,,"0.0763888888888883,-0.0069444444444444,0.0763888888888883,-0.0069444444444444,0.0763888888888883,-0.0069444444444444,0.0138888888888888,-0.0694444444444439,0.0138888888888888,-0.0694444444444439,0.0138888888888888,-0.0694444444444439,0.0138888888888888,-0.0694444444444439,0.0138888888888888,-0.0694444444444439,0.0138888888888888,-0.0694444444444439,0.0138888888888888,-0.0694444444444439,0.0138888888888888,-0.0694444444444439,0.0138888888888888,-0.0694444444444439,0.0138888888888888,-0.0694444444444439,0.0138888888888888,-0.0694444444444439,0.0138888888888888,-0.0694444444444439,0.0486111111111107,-0.034722222222222,0.0486111111111107,-0.034722222222222,0.0486111111111107,-0.034722222222222,0.0486111111111107,-0.034722222222222,0.0486111111111107,-0.034722222222222,0.0486111111111107,-0.034722222222222",34.628307318581,235.3716926814191,,"60.0,180.0,300.0,60.0,300.0,60.0,180.0,300.0,180.0,60.0,300.0,60.0,180.0,300.0,180.0,0.0,0.0,120.0,120.0,240.0,240.0",,,,,,"2,1,1,1,1,1,1,1",1,,1,1,0,21,"2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2",,2,"1,24","4,4",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
HATCH,,ANSI31,,,,hatches,"0.0,0.0,0.0 32.75,7.827935 32.888889,7.827935 32.888889,7.966824 32.75,7.966824 29.138889,5.050157","32.888889,7.827935 32.888889,7.966824 32.75,7.966824 32.75,7.827935",,,,,,,0.3333333333333306,,0.0,0.0,-0.0294627825494393,0.0294627825494393,,,,,,,45.0,,,,,,"1,1,1,1",,,1,1,0,1,0,,1,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HATCH,,SOLID,,,,hatches-solid,"0.0,0.0,0.0 32.9243,8.163227 14.86899,6.163772",,,,,,,0.0416666666666632,,,,,,,,,,0.0,360.0,,,7,,,1,,2,1,,0,1,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HATCH,,BRICK,,,,hatches,"0.0,0.0,0.0 33.652778,8.244602 33.236111,7.827935 33.652778,7.827935 33.444444,7.966824",,,,,,,,0.0694444444444439,"0.5345785233688009,0.0,0.0","0.0,0.0,0.017361111111111","0.0,0.0,0.0","0.0,-0.034722222222222,-0.034722222222222","0.017361111111111,0.0,0.0",0.2767370223329938,,"0.017361111111111,-0.017361111111111,-0.017361111111111,0.017361111111111",,,,"0.0,90.0,90.0",,,,,,1,1,,1,1,0,3,"0,2,2",,1,7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HATCH,,_USER,,,,hatches,"0.0,0.0,0.0 33.006944,8.20988 33.493056,8.487657 32.9375,8.83488 32.034722,8.348768 31.0625,6.404324","33.493056,8.487657 32.9375,8.83488 32.034722,8.348768 33.006944,8.20988",,,,,,,0.034722222222222,,"0.0,0.0","0.0,0.0","0.0,-0.034722222222222","0.034722222222222,0.0",,,,,,,"0.0,90.0",,,,,,"1,1,1,1",,,1,0,1,2,"0,0",,1,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HATCH,,_U,,,,hatches,"0.0,0.0,0.0 32.0,8.036268 32.179861,8.036268 32.179861,8.091824 32.0,8.091824 27.459267,2.387199","32.179861,8.036268 32.179861,8.091824 32.0,8.091824 32.0,8.036268",,,,,,,0.0187499999999999,,0.0,0.0,-0.0132582521472477,-0.0132582521472477,,,,,,135.0,135.0,,,,,,"1,1,1,1",,,0,0,0,1,0,,1,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HATCH,,SOLID,,,,hatches,"0.0,0.0,0.0 33.109161,7.997202 33.079861,7.880018 33.050561,7.997202 32.974409,7.319952","33.079861,7.880018 33.050561,7.997202 33.109161,7.997202",,,,,,,,,,,,,,,,,,,,,,,1,,"1,1,1",,,0,1,,,,,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
